Site,snp_ID,Slope,env
2,CE10_chr1_41675824,0.6748010178501419,MAT
2,CE10_chr2_53388916,0.629395196164544,MAT
2,CE10_chr5_47349886,0.7753766700261123,MAT
2,CE10_chr7_28981283,0.6808928078529443,MAT
2,CE10_chr7_29157516,0.6661335534274676,MAT
2,CE10_chr7_29158559,0.6668175614776066,MAT
2,CE10_chr7_29209726,0.6687819650995349,MAT
2,CE10_chr7_29391174,0.7184705482382722,MAT
2,CE10_chr7_29391174,0.672356100572296,MAT
2,CE10_chr7_29724587,0.6808928078529443,MAT
2,CE10_chr7_29729519,0.672356100572296,MAT
2,CE10_chr7_29733752,0.6290755825425354,MAT
2,CE10_chr7_29733752,0.6787321945629629,MAT
2,CE10_chr7_30015050,0.6836189784860327,MAT
2,CE10_chr7_30018325,0.6817846288922155,MAT
2,CE10_chr7_30018325,0.672356100572296,MAT
2,CE10_chr7_30059557,0.6668175614776066,MAT
2,CE10_chr7_30096296,0.780346533544938,MAT
2,CE10_chr7_30096296,0.672356100572296,MAT
2,CE10_chr7_30250512,0.6668175614776066,MAT
2,CE10_chr1_41676505,0.8690431213234802,MAT
2,CE10_chr1_41676527,0.8690431213234802,MAT
2,CE10_chr2_41091592,0.838667598952233,MAT
2,CE10_chr6_257233,0.8376288895991943,MAT
2,CE10_chr7_28981283,0.9056119152559086,MAT
2,CE10_chr7_29157516,0.8265610337889858,MAT
2,CE10_chr7_29158559,0.8265610337889858,MAT
2,CE10_chr7_29209726,0.8265610337889858,MAT
2,CE10_chr7_30059557,0.8265610337889858,MAT
3,CE10_chr1_865732,0.3850263715005135,MAT
3,CE10_chr1_41674533,0.22636946263304797,MAT
3,CE10_chr1_41675430,0.270796303361872,MAT
3,CE10_chr1_41675430,0.3177673179356202,MAT
3,CE10_chr1_41675430,0.23191932893079847,MAT
3,CE10_chr1_41675430,0.38123716927214335,MAT
3,CE10_chr1_41675430,0.22447053834590008,MAT
3,CE10_chr1_41675448,0.3177673179356202,MAT
3,CE10_chr1_41675448,0.3097977134023525,MAT
3,CE10_chr1_41675448,0.3107815453957855,MAT
3,CE10_chr1_41675470,0.29540293240412896,MAT
3,CE10_chr1_41675470,0.3097977134023525,MAT
3,CE10_chr1_41675470,0.28453724136887487,MAT
3,CE10_chr1_41675881,0.30907145223432797,MAT
3,CE10_chr2_13563156,0.2677850147021205,MAT
3,CE10_chr2_44949494,0.2640417991769502,MAT
3,CE10_chr2_44949494,0.3617537356710926,MAT
3,CE10_chr2_53388916,0.26678446287295937,MAT
3,CE10_chr2_53399591,0.20338628155119104,MAT
3,CE10_chr2_53401321,0.21254578150191583,MAT
3,CE10_chr5_6592466,0.2679009089253652,MAT
3,CE10_chr5_9882430,0.3040850885717302,MAT
3,CE10_chr5_47349886,0.2792120289138205,MAT
3,CE10_chr5_47349886,0.32115321784322726,MAT
3,CE10_chr6_257233,0.2769587053288935,MAT
3,CE10_chr6_2752344,0.39072285505946186,MAT
3,CE10_chr6_2752344,0.20903206312533804,MAT
3,CE10_chr6_2752344,0.275444459666712,MAT
3,CE10_chr6_2755792,0.3948650361336873,MAT
3,CE10_chr6_2755792,0.21969132582403497,MAT
3,CE10_chr6_2755792,0.27376373883352384,MAT
3,CE10_chr6_2755792,0.25688837599354636,MAT
3,CE10_chr6_2755852,0.3620938579669189,MAT
3,CE10_chr6_2755852,0.2948194180957129,MAT
3,CE10_chr6_8042005,0.3361912471070156,MAT
3,CE10_chr6_43994358,0.2179838053247961,MAT
3,CE10_chr6_60718601,0.24103631087838737,MAT
3,CE10_chr7_18760873,0.26412207973508717,MAT
3,CE10_chr7_23731913,0.3316223540265287,MAT
3,CE10_chr7_28948567,0.3948279494324842,MAT
3,CE10_chr7_29733752,0.29498397586081204,MAT
3,CE10_chr7_30059557,0.2969451941484967,MAT
3,CE10_chr7_30096296,0.23535396580531792,MAT
3,CE10_chr7_30103040,0.3354910434329687,MAT
3,CE10_chr7_30250512,0.22898751369737744,MAT
3,CE10_chr7_30305796,0.2758333451869778,MAT
3,CE10_chr7_30305796,0.20913833582896224,MAT
3,CE10_chr7_30307553,0.25648753061017743,MAT
3,CE10_chr7_30826932,0.2758333451869778,MAT
3,CE10_chr7_30828465,0.23199131601268952,MAT
3,CE10_chr7_39927553,0.2781146438139106,MAT
3,CE10_chr7_39927553,0.3241977187565379,MAT
3,CE10_chr7_45176171,0.25745164330525516,MAT
3,CE10_chr8_40080167,0.250731013597127,MAT
3,CE10_chr1_41675824,0.41087842276427367,MAT
3,CE10_chr1_41675881,0.4976178394884556,MAT
3,CE10_chr1_41676505,0.45330307500716854,MAT
3,CE10_chr1_41676505,0.40564188516435046,MAT
3,CE10_chr1_41676527,0.4248138447260639,MAT
3,CE10_chr1_41676527,0.4382339330374368,MAT
3,CE10_chr2_13563156,0.47864979064507424,MAT
3,CE10_chr2_44949494,0.5626204883112033,MAT
3,CE10_chr2_53399591,0.5325060137121022,MAT
3,CE10_chr5_9882430,0.4826343897738254,MAT
3,CE10_chr5_9882430,0.409745271773575,MAT
3,CE10_chr5_47349886,0.4096522087601075,MAT
3,CE10_chr6_257233,0.5110493787299984,MAT
3,CE10_chr6_1416066,0.43707655798559897,MAT
3,CE10_chr6_1416066,0.5110493787299984,MAT
3,CE10_chr6_60718601,0.4090436969316259,MAT
3,CE10_chr7_23731913,0.566620484351794,MAT
3,CE10_chr7_23731913,0.4462126721449146,MAT
3,CE10_chr7_28948567,0.5127312420423016,MAT
3,CE10_chr7_28981283,0.4123086990779634,MAT
3,CE10_chr7_28997091,0.5137824492793627,MAT
3,CE10_chr7_29107623,0.5066929299245775,MAT
3,CE10_chr7_29157516,0.4123086990779634,MAT
3,CE10_chr7_29209726,0.4123086990779634,MAT
3,CE10_chr7_29391174,0.47294877640131094,MAT
3,CE10_chr7_29724587,0.4123086990779634,MAT
3,CE10_chr7_29724587,0.5884118501299708,MAT
3,CE10_chr7_29729519,0.47294877640131094,MAT
3,CE10_chr7_29729519,0.5788390854130613,MAT
3,CE10_chr7_30015050,0.4123086990779634,MAT
3,CE10_chr7_30015050,0.5230166858233409,MAT
3,CE10_chr7_30016447,0.5066929299245775,MAT
3,CE10_chr7_30018325,0.47294877640131094,MAT
3,CE10_chr7_30059557,0.4123086990779634,MAT
3,CE10_chr7_30096296,0.4123086990779634,MAT
3,CE10_chr7_30103040,0.5230166858233409,MAT
3,CE10_chr7_30103040,0.5642779592106439,MAT
3,CE10_chr7_30250512,0.5137824492793627,MAT
3,CE10_chr7_30305796,0.5137824492793627,MAT
3,CE10_chr7_30313559,0.5622139544703993,MAT
3,CE10_chr7_30826932,0.5326975197657036,MAT
3,CE10_chr7_30828465,0.5137824492793627,MAT
3,CE10_chr7_39927553,0.45407768465812703,MAT
3,CE10_chr1_41673992,0.6351626182318503,MAT
3,CE10_chr1_41675824,0.6748010178501419,MAT
3,CE10_chr2_53388916,0.629395196164544,MAT
3,CE10_chr5_47349886,0.7753766700261123,MAT
3,CE10_chr7_28981283,0.6808928078529443,MAT
3,CE10_chr7_29157516,0.6661335534274676,MAT
3,CE10_chr7_29158559,0.6668175614776066,MAT
3,CE10_chr7_29209726,0.6687819650995349,MAT
3,CE10_chr7_29391174,0.7184705482382722,MAT
3,CE10_chr7_29391174,0.672356100572296,MAT
3,CE10_chr7_29724587,0.6808928078529443,MAT
3,CE10_chr7_29729519,0.672356100572296,MAT
3,CE10_chr7_29733752,0.6290755825425354,MAT
3,CE10_chr7_29733752,0.6787321945629629,MAT
3,CE10_chr7_30015050,0.6836189784860327,MAT
3,CE10_chr7_30018325,0.6817846288922155,MAT
3,CE10_chr7_30018325,0.672356100572296,MAT
3,CE10_chr7_30059557,0.6668175614776066,MAT
3,CE10_chr7_30096296,0.780346533544938,MAT
3,CE10_chr7_30096296,0.672356100572296,MAT
3,CE10_chr7_30250512,0.6668175614776066,MAT
4,CE10_chr1_865732,0.10788316999889946,MAT
4,CE10_chr1_865732,0.12806322059025776,MAT
4,CE10_chr1_865732,0.18339377046596964,MAT
4,CE10_chr1_865732,0.15085233979032311,MAT
4,CE10_chr1_865732,0.05505802088246337,MAT
4,CE10_chr1_865732,0.04258344784765004,MAT
4,CE10_chr1_865732,0.0048823124842725,MAT
4,CE10_chr1_865732,0.11701257105891956,MAT
4,CE10_chr1_4675850,2.685417941711255e-7,MAT
4,CE10_chr1_4675850,2.463953478713441e-7,MAT
4,CE10_chr1_4675850,2.268845330170175e-7,MAT
4,CE10_chr1_4675850,1.1803720381821181e-7,MAT
4,CE10_chr1_4675850,2.463953478713441e-7,MAT
4,CE10_chr1_4675850,4.139144165620114e-10,MAT
4,CE10_chr1_41673992,0.0415865818155211,MAT
4,CE10_chr1_41673992,1.8461331095411635e-15,MAT
4,CE10_chr1_41673992,0.03738226001712991,MAT
4,CE10_chr1_41673992,0.14300481579291638,MAT
4,CE10_chr1_41674533,0.18356881947203377,MAT
4,CE10_chr1_41674533,1.8461331095411635e-15,MAT
4,CE10_chr1_41674533,0,MAT
4,CE10_chr1_41674533,0.0279746006755092,MAT
4,CE10_chr1_41674533,4.139144165620114e-10,MAT
4,CE10_chr1_41675430,0.04907782441441859,MAT
4,CE10_chr1_41675430,8.83499391096321e-15,MAT
4,CE10_chr1_41675430,1.8461331095411635e-15,MAT
4,CE10_chr1_41675448,0.1191787426366567,MAT
4,CE10_chr1_41675448,0.03472188654608454,MAT
4,CE10_chr1_41675448,8.83499391096321e-15,MAT
4,CE10_chr1_41675448,1.8461331095411635e-15,MAT
4,CE10_chr1_41675448,0.06133304139301145,MAT
4,CE10_chr1_41675470,0.11506974915921814,MAT
4,CE10_chr1_41675470,0.02960696501427165,MAT
4,CE10_chr1_41675470,8.83499391096321e-15,MAT
4,CE10_chr1_41675470,1.8461331095411635e-15,MAT
4,CE10_chr1_41675470,0.05844569748875042,MAT
4,CE10_chr1_41675824,0.19041779406700549,MAT
4,CE10_chr1_41675824,8.83499391096321e-15,MAT
4,CE10_chr1_41675824,1.8461331095411635e-15,MAT
4,CE10_chr1_41675824,0,MAT
4,CE10_chr1_41675881,0.0262104813266275,MAT
4,CE10_chr1_41675881,0.03257095862889229,MAT
4,CE10_chr1_41675881,1.8461331095411635e-15,MAT
4,CE10_chr1_41675881,4.139144165620114e-10,MAT
4,CE10_chr1_41676505,0.14240109379648924,MAT
4,CE10_chr1_41676505,0.11922671328493512,MAT
4,CE10_chr1_41676505,1.8461331095411635e-15,MAT
4,CE10_chr1_41676505,0.05315607227610947,MAT
4,CE10_chr1_41676505,0.03721892416470664,MAT
4,CE10_chr1_41676527,0.18484549576484852,MAT
4,CE10_chr1_41676527,0.11432495881271286,MAT
4,CE10_chr1_41676527,1.8461331095411635e-15,MAT
4,CE10_chr1_41676527,0.0818349429989022,MAT
4,CE10_chr1_44654688,0.09882648823392871,MAT
4,CE10_chr1_44654688,1.8461331095411635e-15,MAT
4,CE10_chr1_44654688,0.04629574437589214,MAT
4,CE10_chr1_44654688,0.05623183413978075,MAT
4,CE10_chr2_2890930,1.0791365817936509e-13,MAT
4,CE10_chr2_2890930,1.2183856913474831e-14,MAT
4,CE10_chr2_2890930,8.83499391096321e-15,MAT
4,CE10_chr2_2890930,6.46935534112807e-15,MAT
4,CE10_chr2_2890930,-0,MAT
4,CE10_chr2_13563156,2.685417941711255e-7,MAT
4,CE10_chr2_13563156,1.0503313538296204e-7,MAT
4,CE10_chr2_13563156,1.1803720381821181e-7,MAT
4,CE10_chr2_13563156,6.003602394695482e-10,MAT
4,CE10_chr2_13563156,4.139144165620114e-10,MAT
4,CE10_chr2_41091592,-0,MAT
4,CE10_chr2_41091592,0.17257281177686296,MAT
4,CE10_chr2_41091592,0.00648910729080382,MAT
4,CE10_chr2_41091592,4.139144165620114e-10,MAT
4,CE10_chr2_44949494,0.19396800756699795,MAT
4,CE10_chr2_44949494,2.25684066169312e-7,MAT
4,CE10_chr2_44949494,4.139144165620114e-10,MAT
4,CE10_chr2_53388916,0.08224086111412247,MAT
4,CE10_chr2_53388916,0.07180186163715266,MAT
4,CE10_chr2_53388916,0.0497267222091369,MAT
4,CE10_chr2_53388916,0.1212267633944015,MAT
4,CE10_chr2_53399591,0.06676194664390471,MAT
4,CE10_chr2_53399591,0.0054189997270209,MAT
4,CE10_chr2_53399591,0.08240849493736709,MAT
4,CE10_chr2_53400478,0.01526664825753876,MAT
4,CE10_chr2_53401321,0.06726466339535314,MAT
4,CE10_chr2_53401321,0.04463191602310511,MAT
4,CE10_chr2_53401321,1.8461331095411635e-15,MAT
4,CE10_chr4_45367078,2.685417941711255e-7,MAT
4,CE10_chr4_45367078,2.268845330170175e-7,MAT
4,CE10_chr4_45367078,4.139144165620114e-10,MAT
4,CE10_chr5_6592466,0.11900452212384252,MAT
4,CE10_chr5_6592466,0.04948617603385882,MAT
4,CE10_chr5_6592466,4.512749401447666e-15,MAT
4,CE10_chr5_6592466,8.83499391096321e-15,MAT
4,CE10_chr5_6592466,1.8461331095411635e-15,MAT
4,CE10_chr5_6592466,0.14470148207392733,MAT
4,CE10_chr5_9882430,0.09330731922975916,MAT
4,CE10_chr5_9882430,0.19131733327101536,MAT
4,CE10_chr5_9882430,4.139144165620114e-10,MAT
4,CE10_chr5_35111467,2.685417941711255e-7,MAT
4,CE10_chr5_35111467,2.463953478713441e-7,MAT
4,CE10_chr5_35111467,2.268845330170175e-7,MAT
4,CE10_chr5_35111467,1.1803720381821181e-7,MAT
4,CE10_chr5_35111467,6.003602394695482e-10,MAT
4,CE10_chr5_35111467,2.463953478713441e-7,MAT
4,CE10_chr5_47349886,0.01433148638343247,MAT
4,CE10_chr6_257233,0.1469683298709711,MAT
4,CE10_chr6_257233,0.14457640197581417,MAT
4,CE10_chr6_257233,0.10463194711090532,MAT
4,CE10_chr6_257233,1.8461331095411635e-15,MAT
4,CE10_chr6_1416066,4.512749401447666e-15,MAT
4,CE10_chr6_1416066,8.83499391096321e-15,MAT
4,CE10_chr6_1416066,1.8461331095411635e-15,MAT
4,CE10_chr6_1416066,0.03909867992824547,MAT
4,CE10_chr6_1416066,0,MAT
4,CE10_chr6_1416066,0.07825332545244149,MAT
4,CE10_chr6_2752344,0.14591881930665382,MAT
4,CE10_chr6_2752344,0.13216363081077526,MAT
4,CE10_chr6_2752344,0.14263791884499694,MAT
4,CE10_chr6_2755792,0.05374293100736101,MAT
4,CE10_chr6_2755792,0.1140700555704867,MAT
4,CE10_chr6_2755792,0.15312227481680857,MAT
4,CE10_chr6_2755852,1.1715121743197524e-14,MAT
4,CE10_chr6_2755852,0.19738207068361985,MAT
4,CE10_chr6_2755852,0.01792651133082604,MAT
4,CE10_chr6_2755852,0.14263791884499694,MAT
4,CE10_chr6_8042005,4.512749401447666e-15,MAT
4,CE10_chr6_8042005,1.8461331095411635e-15,MAT
4,CE10_chr6_8042005,0.05794142047100274,MAT
4,CE10_chr6_8042005,0.04987109002687101,MAT
4,CE10_chr6_8042005,0.09742475080452592,MAT
4,CE10_chr6_8042005,1.2669540947831455e-15,MAT
4,CE10_chr6_8042005,0.0550944079217297,MAT
4,CE10_chr6_43994358,0.13391429406607794,MAT
4,CE10_chr6_43994358,0.0522746770432665,MAT
4,CE10_chr6_43994358,0.05835826632688442,MAT
4,CE10_chr6_43994358,4.139144165620114e-10,MAT
4,CE10_chr6_60718601,0.07596911810983042,MAT
4,CE10_chr6_60718601,1.8461331095411635e-15,MAT
4,CE10_chr6_60718601,0.09190330170085707,MAT
4,CE10_chr7_11015414,1.3426607094315488e-14,MAT
4,CE10_chr7_11015414,1.8461331095411635e-15,MAT
4,CE10_chr7_11015414,0,MAT
4,CE10_chr7_11303734,5.335862458876866e-10,MAT
4,CE10_chr7_11303734,7.383418637892774e-12,MAT
4,CE10_chr7_11303734,2.6724652400159953e-10,MAT
4,CE10_chr7_11303734,1.1803720381821181e-7,MAT
4,CE10_chr7_11303734,6.003602394695482e-10,MAT
4,CE10_chr7_11303734,2.463953478713441e-7,MAT
4,CE10_chr7_18760873,4.512749401447666e-15,MAT
4,CE10_chr7_18760873,1.8461331095411635e-15,MAT
4,CE10_chr7_18760873,0,MAT
4,CE10_chr7_18760873,4.139144165620114e-10,MAT
4,CE10_chr7_23731913,2.685417941711255e-7,MAT
4,CE10_chr7_23731913,2.268845330170175e-7,MAT
4,CE10_chr7_23731913,4.139144165620114e-10,MAT
4,CE10_chr7_28948567,2.685417941711255e-7,MAT
4,CE10_chr7_28948567,0.07866134447345047,MAT
4,CE10_chr7_28948567,1.1803720381821181e-7,MAT
4,CE10_chr7_28981283,1.3426607094315488e-14,MAT
4,CE10_chr7_28981283,4.139144165620114e-10,MAT
4,CE10_chr7_28997091,0.15312567127598664,MAT
4,CE10_chr7_28997091,0.08832730243625837,MAT
4,CE10_chr7_28997091,4.139144165620114e-10,MAT
4,CE10_chr7_29107623,0.08198564458607868,MAT
4,CE10_chr7_29107623,0,MAT
4,CE10_chr7_29107623,4.139144165620114e-10,MAT
4,CE10_chr7_29157516,1.3426607094315488e-14,MAT
4,CE10_chr7_29157516,4.139144165620114e-10,MAT
4,CE10_chr7_29158559,1.3505032433588822e-13,MAT
4,CE10_chr7_29158559,0.02914828496709352,MAT
4,CE10_chr7_29158559,0.11329123133215896,MAT
4,CE10_chr7_29158559,4.139144165620114e-10,MAT
4,CE10_chr7_29209726,0.10878119091274246,MAT
4,CE10_chr7_29209726,4.139144165620114e-10,MAT
4,CE10_chr7_29391174,1.3426607094315488e-14,MAT
4,CE10_chr7_29391174,4.139144165620114e-10,MAT
4,CE10_chr7_29724587,1.3426607094315488e-14,MAT
4,CE10_chr7_29724587,0.01987270654374395,MAT
4,CE10_chr7_29724587,4.139144165620114e-10,MAT
4,CE10_chr7_29729519,1.3426607094315488e-14,MAT
4,CE10_chr7_29729519,4.139144165620114e-10,MAT
4,CE10_chr7_29733752,4.512749401447666e-15,MAT
4,CE10_chr7_29733752,8.83499391096321e-15,MAT
4,CE10_chr7_29733752,-0,MAT
4,CE10_chr7_29733752,8.974021452979053e-11,MAT
4,CE10_chr7_30015050,1.3426607094315488e-14,MAT
4,CE10_chr7_30015050,4.139144165620114e-10,MAT
4,CE10_chr7_30016447,0.1484951730355351,MAT
4,CE10_chr7_30016447,0.1717029680487554,MAT
4,CE10_chr7_30016447,2.268845330170175e-7,MAT
4,CE10_chr7_30016447,0.0909354223196642,MAT
4,CE10_chr7_30016447,1.1803720381821181e-7,MAT
4,CE10_chr7_30016447,4.139144165620114e-10,MAT
4,CE10_chr7_30018325,1.3426607094315488e-14,MAT
4,CE10_chr7_30018325,0.08226503840336545,MAT
4,CE10_chr7_30018325,4.139144165620114e-10,MAT
4,CE10_chr7_30096296,1.3505032433588822e-13,MAT
4,CE10_chr7_30096296,4.139144165620114e-10,MAT
4,CE10_chr7_30103040,0.10636285713871216,MAT
4,CE10_chr7_30103040,4.139144165620114e-10,MAT
4,CE10_chr7_30250512,4.139144165620114e-10,MAT
4,CE10_chr7_30305796,0.03271916992418006,MAT
4,CE10_chr7_30305796,4.139144165620114e-10,MAT
4,CE10_chr7_30307553,4.139144165620114e-10,MAT
