chr_snp,Env,BF
CE10_chr1_384231,1,-8.30176999
CE10_chr1_384314,1,-10.47431131
CE10_chr1_384368,1,-9.03134349
CE10_chr1_384394,1,-9.85908323
CE10_chr1_384433,1,-7.57567216
CE10_chr1_384508,1,-3.90568791
CE10_chr1_384518,1,-7.28264319
CE10_chr1_384538,1,-9.57179298
CE10_chr1_384558,1,-10.34513965
CE10_chr1_384594,1,-1.05724067
CE10_chr1_384818,1,-9.60643424
CE10_chr1_384871,1,-3.08580454
CE10_chr1_384915,1,-9.57050984
CE10_chr1_384998,1,-8.75084517
CE10_chr1_385053,1,-2.28073598
CE10_chr1_385141,1,-8.15078071
CE10_chr1_385170,1,-9.78561245
CE10_chr1_385209,1,-8.85403547
CE10_chr1_385254,1,-7.15129415
CE10_chr1_385282,1,-6.97811069
CE10_chr1_385370,1,-5.57887219
CE10_chr1_385423,1,-6.09243551
CE10_chr1_385445,1,-10.11889941
CE10_chr1_385505,1,-10.45986863
CE10_chr1_385521,1,-10.1253783
CE10_chr1_385549,1,-10.17084226
CE10_chr1_385562,1,-6.58042369
CE10_chr1_385769,1,-8.75252075
CE10_chr1_385796,1,-9.71116618
CE10_chr1_385813,1,-8.3017529
CE10_chr1_385826,1,-7.44624813
CE10_chr1_385985,1,-10.26506901
CE10_chr1_386369,1,-6.70830216
CE10_chr1_386441,1,-10.55741351
CE10_chr1_386452,1,-7.54014232
CE10_chr1_386456,1,-10.87670857
CE10_chr1_386498,1,-4.1371876
CE10_chr1_386525,1,-4.99328296
CE10_chr1_387138,1,-9.1210989
CE10_chr1_387176,1,-12.78893742
CE10_chr1_387209,1,-9.85190806
CE10_chr1_387240,1,-9.62756307
CE10_chr1_387315,1,-4.15185028
CE10_chr1_387577,1,-6.22536804
CE10_chr1_387632,1,-5.55674828
CE10_chr1_387695,1,-9.95188526
CE10_chr1_388312,1,-12.79299679
CE10_chr1_388656,1,-8.69850279
CE10_chr1_389544,1,-9.72570898
CE10_chr1_389569,1,-7.0432825
CE10_chr1_389599,1,2.81586374
CE10_chr1_389756,1,-9.22846182
CE10_chr1_389780,1,-7.10453098
CE10_chr1_390031,1,-8.2937932
CE10_chr1_390095,1,-11.10041993
CE10_chr1_390160,1,-9.84902516
CE10_chr1_390178,1,-6.90979019
CE10_chr1_390197,1,-6.6430929
CE10_chr1_390211,1,-7.91564719
CE10_chr1_390256,1,-8.82831655
CE10_chr1_390270,1,-4.0899115
CE10_chr1_390305,1,-5.2224499
CE10_chr1_390351,1,-9.08843578
CE10_chr1_390496,1,-8.35523209
CE10_chr1_390771,1,-9.53116546
CE10_chr1_390834,1,-1.40154487
CE10_chr1_390856,1,-8.77594718
CE10_chr1_390916,1,-9.33986077
CE10_chr1_390950,1,-10.3867665
CE10_chr1_391007,1,-10.84079423
CE10_chr1_391108,1,-7.21204936
CE10_chr1_391137,1,-6.37456181
CE10_chr1_391138,1,-11.11885221
CE10_chr1_391151,1,-7.87253547
CE10_chr1_391267,1,-8.80807174
CE10_chr1_391531,1,-8.94237784
CE10_chr1_391659,1,-6.4845600900000004
CE10_chr1_392167,1,-7.65357171
CE10_chr1_392192,1,-9.81316472
CE10_chr1_392216,1,-10.20779672
CE10_chr1_392568,1,-6.61993039
CE10_chr1_392671,1,-10.36330354
CE10_chr1_392702,1,-8.92411396
CE10_chr1_392714,1,-11.47486623
CE10_chr1_392849,1,-4.95031211
CE10_chr1_393772,1,-8.58341181
CE10_chr1_393812,1,-4.81341618
CE10_chr1_394194,1,-8.92032719
CE10_chr1_394249,1,-11.44966733
CE10_chr1_394438,1,-10.59923904
CE10_chr1_394502,1,-9.48468091
CE10_chr1_394650,1,-9.87828287
CE10_chr1_395629,1,-1.60246259
CE10_chr1_395971,1,-9.77866185
CE10_chr1_396076,1,-11.33893165
CE10_chr1_396127,1,-8.58016139
CE10_chr1_396160,1,-8.80153871
CE10_chr1_396345,1,-11.82109613
CE10_chr1_396368,1,-8.62935442
CE10_chr1_396389,1,-7.15288672
CE10_chr1_396417,1,-2.75741205
CE10_chr1_397732,1,-5.07817398
CE10_chr1_397794,1,-12.49239053
CE10_chr1_397801,1,-8.27816446
CE10_chr1_397849,1,14.93935675
CE10_chr1_397882,1,-5.85278098
CE10_chr1_397897,1,-12.8492865
CE10_chr1_397944,1,-7.76817353
CE10_chr1_398062,1,-6.44743267
CE10_chr1_398090,1,-7.37670514
CE10_chr1_398099,1,-9.26411154
CE10_chr1_398153,1,-5.69712882
CE10_chr1_398161,1,-10.80269835
CE10_chr1_398189,1,-10.52031871
CE10_chr1_398216,1,-2.53069216
CE10_chr1_398606,1,-9.9137868
CE10_chr1_398754,1,-9.69095197
CE10_chr1_399131,1,-4.08440941
CE10_chr1_399340,1,-8.60743656
CE10_chr1_399453,1,1.51405264
CE10_chr1_399537,1,-2.79596362
CE10_chr1_430047,1,-9.56177534
CE10_chr1_430064,1,-9.3461229
CE10_chr1_430119,1,-6.13488367
CE10_chr1_430193,1,-4.66332998
CE10_chr1_430819,1,15.95198486
CE10_chr1_430950,1,-9.70429821
CE10_chr1_430999,1,-11.50073532
CE10_chr1_431010,1,-10.83937207
CE10_chr1_431095,1,-7.97604508
CE10_chr1_431127,1,-12.23809866
CE10_chr1_431131,1,-6.0194447
CE10_chr1_431186,1,-6.33424605
CE10_chr1_431227,1,-13.44609559
CE10_chr1_431433,1,2.76700204
CE10_chr1_431490,1,-8.72390155
CE10_chr1_431715,1,-7.89137517
CE10_chr1_431724,1,-5.91304371
CE10_chr1_431868,1,0.57707575
CE10_chr1_432635,1,11.64310771
CE10_chr1_433118,1,7.11893187
CE10_chr1_433368,1,-3.15923311
CE10_chr1_433635,1,-2.61576327
CE10_chr1_434018,1,2.30426014
CE10_chr1_437489,1,-6.33311389
CE10_chr1_437800,1,-6.83730303
CE10_chr1_438410,1,-11.59886094
CE10_chr1_438638,1,-9.28979236
CE10_chr1_438929,1,-10.25851445
CE10_chr1_439109,1,-7.91797198
CE10_chr1_439259,1,-10.4561644
CE10_chr1_439307,1,-3.76671178
CE10_chr1_439650,1,-9.87739618
CE10_chr1_439657,1,-8.46823685
CE10_chr1_439953,1,-7.99308953
CE10_chr1_450082,1,-8.21448108
CE10_chr1_450103,1,-10.36844281
CE10_chr1_450125,1,-4.51848485
CE10_chr1_450162,1,-3.6164678
CE10_chr1_450254,1,-9.49869235
CE10_chr1_450333,1,0.54704243
CE10_chr1_450369,1,-4.4111623700000004
CE10_chr1_450509,1,-9.55407505
CE10_chr1_450538,1,-11.52908759
CE10_chr1_450780,1,-8.75417659
CE10_chr1_450843,1,-9.39792034
CE10_chr1_450876,1,-10.76306257
CE10_chr1_450924,1,-9.48542317
CE10_chr1_450945,1,-15.19521921
CE10_chr1_451017,1,-12.93602437
CE10_chr1_451029,1,-7.42888856
CE10_chr1_451080,1,-9.9041816
CE10_chr1_451103,1,1.47417895
CE10_chr1_451146,1,-7.81218798
CE10_chr1_451272,1,-8.24728092
CE10_chr1_451314,1,-10.99614658
CE10_chr1_451668,1,1.68361215
CE10_chr1_451933,1,-8.90164041
CE10_chr1_451973,1,-6.38401921
CE10_chr1_452024,1,-10.17684489
CE10_chr1_452146,1,-9.91118598
CE10_chr1_452305,1,-9.85587741
CE10_chr1_452320,1,-9.21774466
CE10_chr1_452339,1,-8.63998495
CE10_chr1_452362,1,-7.5635636
CE10_chr1_452473,1,-9.68984432
CE10_chr1_452499,1,-8.52409409
CE10_chr1_452515,1,-9.11321049
CE10_chr1_452624,1,-7.84141376
CE10_chr1_452664,1,-4.99579791
CE10_chr1_453112,1,-1.86526349
CE10_chr1_453197,1,-8.08679202
CE10_chr1_453364,1,-11.15240883
CE10_chr1_453381,1,-6.56524026
CE10_chr1_453383,1,-13.72203681
CE10_chr1_453476,1,-4.75949663
CE10_chr1_453814,1,-7.91371779
CE10_chr1_453867,1,-8.29023202
CE10_chr1_453921,1,-8.24347817
CE10_chr1_454542,1,-11.01874709
CE10_chr1_454600,1,-8.43494076
CE10_chr1_454618,1,-11.30458833
CE10_chr1_454718,1,-9.78626594
CE10_chr1_454737,1,-11.04232904
CE10_chr1_454778,1,-12.40139696
CE10_chr1_454796,1,-11.0945128
CE10_chr1_454832,1,-11.74989323
CE10_chr1_454844,1,1.35337401
CE10_chr1_454855,1,-4.85141211
CE10_chr1_454895,1,-10.73065738
CE10_chr1_454982,1,-12.77539141
CE10_chr1_455007,1,-11.38467397
CE10_chr1_455742,1,-9.94101056
CE10_chr1_455855,1,-10.4813489
CE10_chr1_455912,1,-9.67775962
CE10_chr1_456020,1,-11.16717168
CE10_chr1_456028,1,-6.07770113
CE10_chr1_456062,1,-6.88045666
CE10_chr1_456092,1,-10.82083598
CE10_chr1_456310,1,-10.8922786
CE10_chr1_456346,1,-6.17619712
CE10_chr1_456393,1,-6.61023563
CE10_chr1_456451,1,-8.74405691
CE10_chr1_456850,1,-9.86710776
CE10_chr1_456886,1,-8.93955874
CE10_chr1_456970,1,-9.51989913
CE10_chr1_457203,1,-5.88141735
CE10_chr1_457208,1,-10.76772015
CE10_chr1_457247,1,-11.22392296
CE10_chr1_457349,1,-9.7154866
CE10_chr1_457438,1,-10.43755025
CE10_chr1_457555,1,-7.49328591
CE10_chr1_457669,1,-7.51462573
CE10_chr1_457720,1,-9.56358181
CE10_chr1_457747,1,-4.72346485
CE10_chr1_457888,1,-9.78515918
CE10_chr1_457904,1,-6.2728424
CE10_chr1_457918,1,-12.41730476
CE10_chr1_457973,1,-7.63829168
CE10_chr1_457981,1,-11.4807692
CE10_chr1_458010,1,-7.06910427
CE10_chr1_458035,1,-8.5655469
CE10_chr1_458081,1,-6.48706909
CE10_chr1_458173,1,-11.58916822
CE10_chr1_458345,1,-2.20542022
CE10_chr1_458406,1,-7.23402658
CE10_chr1_458566,1,-8.67980562
CE10_chr1_458618,1,-8.20567672
CE10_chr1_458631,1,-6.8093878
CE10_chr1_458634,1,-6.99908788
CE10_chr1_458658,1,-7.81292792
CE10_chr1_458662,1,-8.96382235
CE10_chr1_458693,1,-2.93796094
CE10_chr1_458856,1,-4.42418936
CE10_chr1_459269,1,-12.5182957
CE10_chr1_459321,1,-7.79897004
CE10_chr1_459520,1,-8.26661186
CE10_chr1_459578,1,-7.03588791
CE10_chr1_459859,1,-6.20647325
CE10_chr1_459919,1,-6.28076296
CE10_chr1_480402,1,-7.94681671
CE10_chr1_480509,1,-8.12219622
CE10_chr1_480659,1,-8.40738698
CE10_chr1_480977,1,-13.47980632
CE10_chr1_481234,1,-10.05156945
CE10_chr1_481559,1,-4.03500794
CE10_chr1_481623,1,-10.33362362
CE10_chr1_481746,1,-11.81012307
CE10_chr1_481888,1,-10.99923559
CE10_chr1_481925,1,-11.31210584
CE10_chr1_481970,1,-9.04294403
CE10_chr1_482251,1,-8.92844056
CE10_chr1_482807,1,-0.90866781
CE10_chr1_483019,1,-6.35167113
CE10_chr1_483111,1,-7.72238949
CE10_chr1_483133,1,-10.59935474
CE10_chr1_483198,1,-11.13102422
CE10_chr1_483226,1,-12.75301712
CE10_chr1_483317,1,-8.31360836
CE10_chr1_483351,1,3.44555515
CE10_chr1_483362,1,-7.69329307
CE10_chr1_483376,1,-6.26653314
CE10_chr1_483408,1,-10.11639864
CE10_chr1_483431,1,-6.81311992
CE10_chr1_483443,1,-5.66312878
CE10_chr1_483782,1,-5.41698723
CE10_chr1_483805,1,-9.17028442
CE10_chr1_483986,1,-6.95010114
CE10_chr1_484047,1,-8.5117797
CE10_chr1_484176,1,-4.89595843
CE10_chr1_484359,1,-9.94208525
CE10_chr1_484380,1,-6.12142825
CE10_chr1_484489,1,-11.20527818
CE10_chr1_484510,1,-0.99125742
CE10_chr1_484639,1,-4.2079712
CE10_chr1_484670,1,1.6874676
CE10_chr1_484721,1,-9.77694685
CE10_chr1_484883,1,-10.22612906
CE10_chr1_484932,1,-10.99747308
CE10_chr1_484960,1,-9.93234058
CE10_chr1_484978,1,-11.05177474
CE10_chr1_485066,1,-10.64789379
CE10_chr1_485172,1,-8.00514208
CE10_chr1_485293,1,-10.92696075
CE10_chr1_485441,1,-4.93875511
CE10_chr1_485546,1,-6.17728315
CE10_chr1_485582,1,-9.65299579
CE10_chr1_485847,1,-3.83907718
CE10_chr1_485909,1,-9.96411345
CE10_chr1_485982,1,-6.25421445
CE10_chr1_486077,1,-10.90687136
CE10_chr1_486089,1,-8.31675557
CE10_chr1_486112,1,-7.74515851
CE10_chr1_486130,1,-10.47512854
CE10_chr1_486180,1,-6.88331269
CE10_chr1_486192,1,-7.12595187
CE10_chr1_486223,1,-6.86201696
CE10_chr1_486276,1,-9.17379515
CE10_chr1_486356,1,-5.73162355
CE10_chr1_486538,1,-5.66655968
CE10_chr1_486690,1,-7.07607158
CE10_chr1_486732,1,-8.06207147
CE10_chr1_486748,1,-7.06636828
CE10_chr1_486763,1,1.82028295
CE10_chr1_486767,1,-11.76467176
CE10_chr1_486878,1,-8.54327139
CE10_chr1_486910,1,-8.37703231
CE10_chr1_486969,1,-10.37995903
CE10_chr1_487130,1,-5.6074879
CE10_chr1_487134,1,-7.64148085
CE10_chr1_487188,1,-9.66857195
CE10_chr1_487203,1,-2.48958363
CE10_chr1_487216,1,-7.91329686
CE10_chr1_487235,1,-5.82482018
CE10_chr1_487277,1,-4.50071947
CE10_chr1_487281,1,-8.92447037
CE10_chr1_487385,1,-9.36569001
CE10_chr1_487498,1,-4.50612032
CE10_chr1_487505,1,-8.9624875
CE10_chr1_487551,1,-1.41470447
CE10_chr1_487592,1,-7.90871205
CE10_chr1_487619,1,-6.2176174
CE10_chr1_487639,1,7.55888428
CE10_chr1_487708,1,-6.23199718
CE10_chr1_487727,1,-10.06348733
CE10_chr1_487763,1,-6.24845161
CE10_chr1_488237,1,-8.44080317
CE10_chr1_488391,1,-8.01731726
CE10_chr1_488475,1,-3.70661329
CE10_chr1_488591,1,-7.97576936
CE10_chr1_488759,1,-9.42031787
CE10_chr1_488799,1,-9.38370279
CE10_chr1_488830,1,-8.48364716
CE10_chr1_488895,1,-9.9608515
CE10_chr1_488922,1,2.19744194
CE10_chr1_488988,1,-12.43457394
CE10_chr1_489003,1,-6.95510168
CE10_chr1_489053,1,-12.45535924
CE10_chr1_489055,1,-6.28317961
CE10_chr1_489152,1,-3.74805621
CE10_chr1_489238,1,-10.55598089
CE10_chr1_489341,1,-10.99416267
CE10_chr1_489589,1,-5.16791167
CE10_chr1_489615,1,-10.38400131
CE10_chr1_489681,1,-8.61797421
CE10_chr1_489702,1,-7.87457514
CE10_chr1_489714,1,-9.37578711
CE10_chr1_489771,1,-5.08392381
CE10_chr1_489819,1,-6.75755245
CE10_chr1_489843,1,-4.74374115
CE10_chr1_489915,1,-6.46939614
CE10_chr1_489918,1,-10.59886304
CE10_chr1_530614,1,-9.68024003
CE10_chr1_530692,1,-2.64412311
CE10_chr1_530769,1,-9.86741583
CE10_chr1_530784,1,-7.25407586
CE10_chr1_530831,1,-8.06033076
CE10_chr1_531144,1,-7.60759885
CE10_chr1_531152,1,-10.64169891
CE10_chr1_534535,1,-6.43007857
CE10_chr1_534613,1,-8.6178363
CE10_chr1_534639,1,-12.5431859
CE10_chr1_534664,1,-10.03472411
CE10_chr1_534686,1,-7.95801774
CE10_chr1_534710,1,-9.61834693
CE10_chr1_534715,1,-8.94110707
CE10_chr1_535034,1,-5.07797697
CE10_chr1_535111,1,-2.10334341
CE10_chr1_535183,1,13.55115954
CE10_chr1_535279,1,-6.74378747
CE10_chr1_535297,1,-6.90358128
CE10_chr1_535324,1,2.09052468
CE10_chr1_535472,1,-6.6613078
CE10_chr1_535491,1,-13.59162689
CE10_chr1_535501,1,-7.15628605
CE10_chr1_535601,1,-7.82674176
CE10_chr1_535620,1,-8.48423552
CE10_chr1_535679,1,-5.11133586
CE10_chr1_535691,1,-6.46817875
CE10_chr1_535719,1,-7.17217548
CE10_chr1_536569,1,-8.85646735
CE10_chr1_536646,1,-12.84215089
CE10_chr1_536758,1,-7.87509966
CE10_chr1_536959,1,-2.56199449
CE10_chr1_537182,1,-2.43097436
CE10_chr1_537649,1,-8.88387169
CE10_chr1_538123,1,-10.98626709
CE10_chr1_538442,1,-2.83000192
CE10_chr1_538606,1,-10.53506518
CE10_chr1_538972,1,-9.76806942
CE10_chr1_539048,1,8.03188005
CE10_chr1_539167,1,-7.17591387
CE10_chr1_539411,1,-7.75148792
CE10_chr1_590008,1,-9.22215207
CE10_chr1_590525,1,-8.32003851
CE10_chr1_590616,1,-8.25718504
CE10_chr1_590650,1,-7.32329955
CE10_chr1_590768,1,-10.26799561
CE10_chr1_590814,1,-6.93558389
CE10_chr1_591317,1,-8.43861556
CE10_chr1_591447,1,-7.98513207
CE10_chr1_591529,1,-9.78251841
CE10_chr1_591707,1,-5.52957459
CE10_chr1_591867,1,-6.66341796
CE10_chr1_591969,1,-6.38371169
CE10_chr1_592080,1,-5.81079302
CE10_chr1_592169,1,-8.70344635
CE10_chr1_592221,1,-9.93077489
CE10_chr1_592313,1,-5.14081557
CE10_chr1_592398,1,-5.97355559
CE10_chr1_592456,1,-7.30280961
CE10_chr1_592688,1,-7.03230378
CE10_chr1_592748,1,-7.24772197
CE10_chr1_592840,1,-8.38400486
CE10_chr1_593363,1,-6.9144567199999996
CE10_chr1_593385,1,-8.46487902
CE10_chr1_593437,1,-6.76176822
CE10_chr1_593916,1,-7.94971141
CE10_chr1_594022,1,-7.89213198
CE10_chr1_594383,1,-4.23658012
CE10_chr1_594417,1,-6.83788562
CE10_chr1_594493,1,-9.27913275
CE10_chr1_594772,1,-6.37641899
CE10_chr1_595153,1,-9.77187316
CE10_chr1_595165,1,-8.33433273
CE10_chr1_595218,1,-8.14916355
CE10_chr1_595704,1,-8.47966289
CE10_chr1_595782,1,-4.72122178
CE10_chr1_595790,1,-7.83471587
CE10_chr1_596121,1,-6.53200945
CE10_chr1_596129,1,-7.10272069
CE10_chr1_596464,1,-8.21125975
CE10_chr1_596492,1,-6.36534278
CE10_chr1_596542,1,-7.54794492
CE10_chr1_597367,1,-7.46784582
CE10_chr1_597411,1,-9.45876975
CE10_chr1_597426,1,-8.08627045
CE10_chr1_597456,1,-9.26983543
CE10_chr1_597530,1,-9.21109835
CE10_chr1_597606,1,-8.06003921
CE10_chr1_597651,1,-8.34426814
CE10_chr1_597718,1,-9.52261026
CE10_chr1_597987,1,-13.43428204
CE10_chr1_598035,1,-7.90349402
CE10_chr1_598066,1,-9.1439284
CE10_chr1_598083,1,-8.64549836
CE10_chr1_598093,1,-9.58430039
CE10_chr1_598109,1,-8.32406899
CE10_chr1_598262,1,-9.11029129
CE10_chr1_598276,1,-7.10526064
CE10_chr1_598301,1,-7.78416356
CE10_chr1_598353,1,-7.99943344
CE10_chr1_598633,1,-9.13544272
CE10_chr1_598781,1,-8.25169517
CE10_chr1_598826,1,-10.55096419
CE10_chr1_598929,1,-10.5220484
CE10_chr1_599030,1,-12.45835142
CE10_chr1_599037,1,0.50546156
CE10_chr1_599157,1,-10.30597319
CE10_chr1_599264,1,-7.91358855
CE10_chr1_599423,1,-7.17875232
CE10_chr1_599440,1,-13.96063624
CE10_chr1_599683,1,-10.79339102
CE10_chr1_599709,1,-8.30158488
CE10_chr1_599770,1,-8.97738407
CE10_chr1_620133,1,-9.6859387
CE10_chr1_620599,1,-9.08500826
CE10_chr1_620949,1,-4.58682721
CE10_chr1_622049,1,-9.06170358
CE10_chr1_622096,1,-8.65894335
CE10_chr1_622132,1,-11.52340596
CE10_chr1_622317,1,-12.16310295
CE10_chr1_622468,1,-9.64633675
CE10_chr1_622524,1,-9.50110862
CE10_chr1_622878,1,-5.30112738
CE10_chr1_622900,1,-9.52743797
CE10_chr1_623078,1,-9.69207529
CE10_chr1_623332,1,-10.97556021
CE10_chr1_623739,1,-9.94301528
CE10_chr1_623907,1,-9.96677314
CE10_chr1_624017,1,-8.20870083
CE10_chr1_624369,1,-9.92730288
CE10_chr1_624414,1,-9.37706412
CE10_chr1_624436,1,-9.06239647
CE10_chr1_624500,1,-9.55456468
CE10_chr1_624570,1,-5.29995647
CE10_chr1_625252,1,-10.64838076
CE10_chr1_625552,1,-5.93737971
CE10_chr1_626349,1,-5.72888693
CE10_chr1_626374,1,-3.63860085
CE10_chr1_626454,1,-0.06477164
CE10_chr1_626647,1,-7.91556159
CE10_chr1_627406,1,-5.93888236
CE10_chr1_627558,1,-10.06207777
CE10_chr1_627618,1,-5.99557256
CE10_chr1_627633,1,-7.16040989
CE10_chr1_627640,1,-10.23484283
CE10_chr1_627702,1,-10.76798227
CE10_chr1_627718,1,-9.30212752
CE10_chr1_627775,1,-7.14252629
CE10_chr1_627799,1,-8.46081786
CE10_chr1_627884,1,-6.57326365
CE10_chr1_627968,1,-6.00472736
CE10_chr1_628370,1,-8.48808193
CE10_chr1_628388,1,-10.81436693
CE10_chr1_628426,1,-11.07336773
CE10_chr1_628464,1,-8.25722967
CE10_chr1_628538,1,-7.73935347
CE10_chr1_628719,1,-9.99160417
CE10_chr1_628923,1,-10.39546745
CE10_chr1_629087,1,0.56093788
CE10_chr1_629103,1,-6.07510903
CE10_chr1_629152,1,-9.194816
CE10_chr1_629457,1,-2.6313209
CE10_chr1_629628,1,-10.32370976
CE10_chr1_629666,1,-6.52164897
CE10_chr1_629807,1,-8.37599421
