chr_snp,snp_c,win,p_bar,q_bar,MAF,Kendall,p_val,empirical_p
CE10_chr1_41673671,41673671,4167,0.3429783950617284,0.6570216049382716,0.3429783950617284,0.443972491109017,6.416665349871316e-6,8.367241579835618e-5
CE10_chr1_41673992,41673992,4167,0.3651226551226551,0.6348773448773448,0.3651226551226551,0.42340229456548223,1.212500759153997e-5,1.773855214925151e-4
CE10_chr1_41674182,41674182,4167,0.39885281385281385,0.6011471861471862,0.39885281385281385,0.4160033343584103,2.3268271095037337e-5,4.191988031497644e-4
CE10_chr1_41674522,41674522,4167,0.40519179894179896,0.594808201058201,0.40519179894179896,0.4465229604536679,5.454294801750705e-6,6.359103600675069e-5
CE10_chr1_41674533,41674533,4167,0.404265873015873,0.595734126984127,0.404265873015873,0.4433267392496318,6.508702744204273e-6,8.53458641143233e-5
CE10_chr1_41674674,41674674,4167,0.4083333333333333,0.5916666666666667,0.4083333333333333,0.45807190336495673,2.652076369906023e-6,3.0122069687408226e-5
CE10_chr1_41674819,41674819,4167,0.3763780663780664,0.6236219336219336,0.3763780663780664,0.4715520097646571,1.3329837056464791e-6,1.004068989580274e-5
CE10_chr1_41674886,41674886,4167,0.9080027548209366,0.09199724517906338,0.09199724517906338,-0.27276187541315994,0.00990411577907213,0.18708357284562355
CE10_chr1_41674908,41674908,4167,0.4155699855699856,0.5844300144300144,0.4155699855699856,0.4304863226687924,1.0845686226829425e-5,1.514470725950247e-4
CE10_chr1_41674981,41674981,4167,0.40763708513708513,0.5923629148629148,0.40763708513708513,0.421745577372371,2.0352948306693396e-5,3.5309759466906304e-4
CE10_chr1_41675010,41675010,4167,0.9457104109881888,0.05428958901181124,0.05428958901181124,-0.24660154389368988,0.02412999801787145,0.32315374722730533
CE10_chr1_41675012,41675012,4167,0.4147763347763348,0.5852236652236652,0.4147763347763348,0.413238974444733,2.8860198947477367e-5,5.472175993212493e-4
CE10_chr1_41675056,41675056,4167,0.9332467532467532,0.06675324675324679,0.06675324675324679,0.1891408218068348,0.07496375165113268,0.4990022064416046
CE10_chr1_41675080,41675080,4167,0.3057576425631981,0.694242357436802,0.3057576425631981,0.422490058019879,1.5744040765913547e-5,2.443234541312e-4
CE10_chr1_41675182,41675182,4167,0.38563192572626537,0.6143680742737346,0.38563192572626537,0.4516620395294534,5.5268885886538375e-6,6.693793263868494e-5
CE10_chr1_41675430,41675430,4167,0.299491341991342,0.700508658008658,0.299491341991342,0.440880663953135,6.031173505694747e-6,7.781534669247124e-5
CE10_chr1_41675448,41675448,4167,0.27944805194805195,0.720551948051948,0.27944805194805195,0.4470897110942533,4.815204790782943e-6,5.2713621952964386e-5
CE10_chr1_41675470,41675470,4167,0.29619047619047617,0.7038095238095239,0.29619047619047617,0.4442825713694219,5.843435074390715e-6,7.530517421852055e-5
CE10_chr1_41675747,41675747,4167,0.9149153876426604,0.08508461235733966,0.08508461235733966,-0.25279712642399665,0.01741797992394744,0.2723955496315485
CE10_chr1_41675793,41675793,4167,0.931991341991342,0.06800865800865796,0.06800865800865796,0.15078737478826096,0.15393660400390047,0.6165368489135555
CE10_chr1_41675824,41675824,4167,0.09933982683982684,0.9006601731601731,0.09933982683982684,0.2189137738675886,0.0361656914536451,0.3838267077330883
CE10_chr1_41675881,41675881,4167,0.4038616990005879,0.5961383009994121,0.4038616990005879,0.4115771867238342,3.0931562894726e-5,5.873803589044603e-4
CE10_chr1_41675929,41675929,4167,0.3761107831562377,0.6238892168437623,0.3761107831562377,0.4644710615761459,2.138915392545011e-6,2.2591552265556167e-5
CE10_chr1_41675996,41675996,4167,0.9258225108225108,0.07417748917748923,0.07417748917748923,-0.3828722621509115,3.139108547622443e-4,0.0079354919143161
CE10_chr1_41676064,41676064,4167,0.9471349206349208,0.05286507936507934,0.05286507936507934,0.2571327657880608,0.01987491619895992,0.293137941507961
CE10_chr1_41676505,41676505,4167,0.2843032753410112,0.7156967246589888,0.2843032753410112,0.4378360767582157,1.0363442416664702e-5,1.464267276471233e-4
CE10_chr1_41676527,41676527,4167,0.2900351221105938,0.7099648778894062,0.2900351221105938,0.410527778039872,3.865145725211917e-5,7.739698461347946e-4
CE10_chr1_41676602,41676602,4167,0.28073330709694344,0.7192666929030566,0.28073330709694344,0.3937384973170464,5.331576877762558e-5,0.00113794485485764
CE10_chr1_41676639,41676639,4167,0.7921717171717172,0.2078282828282828,0.2078282828282828,0.3269162174888116,0.00584720591825043,0.11561436052937864
CE10_chr1_41676668,41676668,4167,0.7333158263305322,0.26668417366946784,0.26668417366946784,-0.0162402488658564,0.9007246692460548,0.9703121901505852
CE10_chr1_41676692,41676692,4167,0.763474025974026,0.23652597402597397,0.23652597402597397,-0.17275694266891295,0.1967328436826468,0.6599720366786402
CE10_chr1_41676853,41676853,4167,0.556910569105691,0.44308943089430897,0.44308943089430897,0.24119370039224625,0.03808325271340968,0.39169986369763465
CE10_chr1_41676875,41676875,4167,0.8844173441734418,0.11558265582655824,0.11558265582655824,0.29321752172962723,0.01712737824211102,0.26997072302171216
CE10_chr1_41676905,41676905,4167,0.9125937950937952,0.08740620490620488,0.08740620490620488,0.07251247635879836,0.48396178084904384,0.8290664584896962
CE10_chr1_41677046,41677046,4167,0.3919300144300144,0.6080699855699856,0.3919300144300144,0.4309754342653593,9.624834700444512e-6,1.3387586527736987e-4
CE10_chr1_41677112,41677112,4167,0.5090295815295816,0.4909704184704185,0.4909704184704185,0.3819918799412032,7.868584039368933e-5,0.00173703935197387
CE10_chr1_41677138,41677138,4167,0.3361586645677555,0.6638413354322446,0.3361586645677555,0.46417655091689575,1.9312835301232206e-6,2.0081379791605483e-5
CE10_chr1_41677232,41677232,4167,0.3506893611439066,0.6493106388560934,0.3506893611439066,0.4538911175537407,2.880595963354736e-6,3.1795518003375345e-5
CE10_chr1_41677243,41677243,4167,0.34902990948445495,0.6509700905155451,0.34902990948445495,0.47121385727547377,1.2308675356181208e-6,9.203965737819178e-6
CE10_chr1_41677349,41677349,4167,0.3488682277318641,0.6511317722681359,0.3488682277318641,0.4567309814781469,2.820510591845846e-6,3.0958793845391784e-5
CE10_chr1_41677565,41677565,4167,0.22204585537918872,0.7779541446208112,0.22204585537918872,0.4005416464330241,5.069014643743671e-5,0.00107937416379879
CE10_chr1_41677659,41677659,4167,0.916166960611405,0.08383303938859499,0.08383303938859499,0.13457581367956434,0.19822320486559464,0.6611785929144525
CE10_chr1_41677799,41677799,4167,0.9313541666666668,0.0686458333333333,0.0686458333333333,0.2349871454124419,0.06447320824130158,0.4751756493188647
CE10_chr1_41677817,41677817,4167,0.6749287749287749,0.3250712250712251,0.3250712250712251,0.40548392747139017,9.895058283704368e-4,0.0249820731849152
CE10_chr1_41678000,41678000,4167,0.9134776334776334,0.08652236652236656,0.08652236652236656,0.08596177499601367,0.4026428019186585,0.7918464577701134
CE10_chr1_41678023,41678023,4167,0.33114357864357863,0.6688564213564214,0.33114357864357863,0.44300014500965823,5.587439846616771e-6,6.861138095465206e-5
CE10_chr1_41678076,41678076,4167,0.45207364651809095,0.547926353481909,0.45207364651809095,0.3490802925955149,3.084375288215822e-4,0.00780328949735469
CE10_chr1_41678223,41678223,4167,0.5287554112554113,0.47124458874458874,0.47124458874458874,0.4020209824372104,3.293217660494011e-5,6.325634634355726e-4
CE10_chr1_41678365,41678365,4167,0.9107106782106782,0.08928932178932181,0.08928932178932181,0.06889247127758102,0.5094600039663766,0.8394359809795865
CE10_chr1_41678501,41678501,4167,0.4861829332283878,0.5138170667716122,0.4861829332283878,0.38540496980543254,7.004828833970867e-5,0.00151781762258218
CE10_chr1_41678524,41678524,4167,0.34046602387511476,0.6595339761248853,0.34046602387511476,0.4426155079323192,4.642754841681361e-6,5.1876897794980824e-5
CE10_chr1_41679102,41679102,4167,0.6612184112184112,0.3387815887815888,0.3387815887815888,0.15295775125601746,0.2026926110200806,0.6651145433536072
CE10_chr1_41679142,41679142,4167,0.3414364423455333,0.6585635576544667,0.3414364423455333,0.45617511714966075,2.5577736075989666e-6,2.6775173055473973e-5
CE10_chr1_41679195,41679195,4167,0.9121464646464646,0.08785353535353535,0.08785353535353535,0.0916433116240877,0.3744002623571734,0.7773263650945457
CE10_chr1_41679897,41679897,4167,0.9120370370370372,0.08796296296296291,0.08796296296296291,0.19697440494577917,0.15893114691981147,0.6221604719793631
CE10_chr1_44650382,44650382,4465,0.6947907647907647,0.30520923520923526,0.30520923520923526,0.3743333597013333,1.3809268079385513e-4,0.00316532748965181
CE10_chr1_44650395,44650395,4465,0.6925252525252525,0.30747474747474746,0.30747474747474746,0.3434056562629441,4.4033462755634794e-4,0.01145642717111092
CE10_chr1_44650465,44650465,4465,0.6910126396237507,0.3089873603762493,0.3089873603762493,0.3857710552997677,8.58539733329063e-5,0.00188011918298906
CE10_chr1_44650499,44650499,4465,0.6781415343915344,0.32185846560846565,0.32185846560846565,0.4139306420618394,2.3619778048354424e-5,4.2505587225564936e-4
CE10_chr1_44650512,44650512,4465,0.6791115520282187,0.3208884479717813,0.3208884479717813,0.4124470196888579,2.526192583605873e-5,4.6438190768087673e-4
CE10_chr1_44650521,44650521,4465,0.8824294532627865,0.11757054673721344,0.11757054673721344,0.0887931342587632,0.3785179241838488,0.7795834285107063
CE10_chr1_44650662,44650662,4465,0.8618539288993834,0.1381460711006166,0.1381460711006166,-0.03995756090786079,0.6924420981018097,0.9054522619582523
CE10_chr1_44650671,44650671,4465,0.6534740259740259,0.34652597402597407,0.34652597402597407,0.3674176302173212,1.3941051272812138e-4,0.0031912659385493
CE10_chr1_44650739,44650739,4465,0.40483438278892825,0.5951656172110718,0.40483438278892825,-0.3824310123144932,7.309183299735269e-5,0.00159395952095868
CE10_chr1_44650754,44650754,4465,0.9420454545454544,0.05795454545454548,0.05795454545454548,-0.14624722721915964,0.3049066779415181,0.7378865351838325
CE10_chr1_44650758,44650758,4465,0.9420454545454544,0.05795454545454548,0.05795454545454548,-0.14624722721915964,0.3049066779415181,0.7378865351838325
CE10_chr1_44650783,44650783,4465,0.3952672832218287,0.6047327167781713,0.3952672832218287,-0.3937557570772013,4.4822611449324155e-5,9.262536428878028e-4
CE10_chr1_44651170,44651170,4465,0.08325396825396826,0.9167460317460318,0.08325396825396826,-0.21872198965432343,0.06522713873956407,0.4770817069507513
CE10_chr1_44651196,44651196,4465,0.8963111435050211,0.10368885649497894,0.10368885649497894,0.374703041232446,5.43123131948135e-4,0.0144100634487929
CE10_chr1_44651204,44651204,4465,0.387583300537846,0.612416699462154,0.387583300537846,-0.4075329403590984,3.031482120153366e-5,5.706458757447891e-4
CE10_chr1_44651219,44651219,4465,0.07664141414141415,0.923358585858586,0.07664141414141415,-0.20972970674304195,0.0689708476272056,0.48600955371643584
CE10_chr1_44651249,44651249,4465,0.9087632275132276,0.09123677248677252,0.09123677248677252,0.375235241648313,5.902095990979797e-4,0.01561829313292116
CE10_chr1_44651273,44651273,4465,0.06080373707924728,0.9391962629207528,0.06080373707924728,-0.22052008754844263,0.05342861575712775,0.44610283172556786
CE10_chr1_44651287,44651287,4465,0.8758179462261095,0.12418205377389048,0.12418205377389048,0.28047231959156843,0.00833182346735058,0.1629135404560314
CE10_chr1_44651297,44651297,4465,0.3921900826446281,0.6078099173553719,0.3921900826446281,-0.38726188880694373,6.478556330601901e-5,0.00140737003372835
CE10_chr1_44651572,44651572,4465,0.6532392102846648,0.3467607897153352,0.3467607897153352,0.40352225283983256,2.8702049586764132e-5,5.430339785313315e-4
CE10_chr1_44651604,44651604,4465,0.6545812016266561,0.3454187983733439,0.3454187983733439,0.4006905177321846,3.2647139878347045e-5,6.233594976977534e-4
CE10_chr1_44651668,44651668,4465,0.6742063492063493,0.32579365079365075,0.32579365079365075,0.332318286231782,6.259501206420801e-4,0.0165018738437518
CE10_chr1_44651689,44651689,4465,0.6815584415584416,0.3184415584415584,0.3184415584415584,0.37260580869651777,1.356042400259702e-4,0.00310006300532909
CE10_chr1_44651722,44651722,4465,0.9426118326118326,0.05738816738816743,0.05738816738816743,0.08861065883959718,0.38954952959877714,0.7851702357135626
CE10_chr1_44651748,44651748,4465,0.6695995670995671,0.33040043290043286,0.33040043290043286,0.3426405719086342,4.1554226632009366e-4,0.01079039474135601
CE10_chr1_44651773,44651773,4465,0.3769992129083038,0.6230007870916963,0.3769992129083038,-0.3610084069107657,1.974685736312165e-4,0.00477267459713823
CE10_chr1_44651817,44651817,4465,0.6622648442092887,0.33773515579071134,0.33773515579071134,0.34776488212103457,3.76489568929676e-4,0.00969846971518746
CE10_chr1_44651823,44651823,4465,0.4014112687723798,0.5985887312276201,0.4014112687723798,-0.4044626316898752,3.552088688004803e-5,7.003381202322412e-4
CE10_chr1_44651841,44651841,4465,0.41562442607897154,0.5843755739210285,0.41562442607897154,-0.40013220837472263,3.857953872618127e-5,7.722963978188275e-4
CE10_chr1_44651942,44651942,4465,0.125,0.875,0.125,-0.19280249817322276,0.2253161744844578,0.6834772917247144
CE10_chr1_44651946,44651946,4465,0.8969907407407407,0.1030092592592593,0.1030092592592593,-0.24448567739585397,0.06485133574683931,0.47605671985722137
CE10_chr1_44652112,44652112,4465,0.6756457431457431,0.3243542568542569,0.3243542568542569,0.4102919079347898,3.365279556342488e-5,6.534815673851617e-4
CE10_chr1_44652190,44652190,4465,0.8264141414141414,0.17358585858585862,0.17358585858585862,-0.20502475196460976,0.04658770768289824,0.4242869227544625
CE10_chr1_44652230,44652230,4465,0.9199242424242424,0.08007575757575758,0.08007575757575758,0.12466167464604176,0.24435777333414788,0.6978087031026569
CE10_chr1_44652236,44652236,4465,0.8625573921028467,0.13744260789715337,0.13744260789715337,-0.20917299150535756,0.04642338535693509,0.4237915820529362
CE10_chr1_44652371,44652371,4465,0.6639213564213564,0.3360786435786436,0.3360786435786436,0.00848275812897212,0.9298276053526916,0.9790852429470428
CE10_chr1_44652436,44652436,4465,0.6518506493506494,0.3481493506493506,0.3481493506493506,0.32234662697491345,8.406228890112994e-4,0.02162680931140112
CE10_chr1_44652586,44652586,4465,0.9457893873802964,0.0542106126197035,0.0542106126197035,-0.03370332100546266,0.745172234586392,0.9225101390049844
CE10_chr1_44652592,44652592,4465,0.06405460858585858,0.9359453914141416,0.06405460858585858,-0.21964943407421744,0.05760186575756183,0.45720030423290386
CE10_chr1_44652827,44652827,4465,0.39568968909878,0.60431031090122,0.39568968909878,-0.39223738842037353,5.1637232099017374e-5,0.0010994555435904
CE10_chr1_44652876,44652876,4465,0.3680745951579285,0.6319254048420715,0.3680745951579285,-0.3684872145343258,1.750524975973525e-4,0.00414094785786064
CE10_chr1_44652908,44652908,4465,0.36744595425150983,0.6325540457484902,0.36744595425150983,-0.35177871478842,3.4423663633882656e-4,0.00880150141782908
CE10_chr1_44652931,44652931,4465,0.8948832480650663,0.10511675193493376,0.10511675193493376,0.08051084352807739,0.421859504834581,0.8013231955834352
CE10_chr1_44652979,44652979,4465,0.8847714154532337,0.11522858454676632,0.11522858454676632,0.1140034989818577,0.2544935698633876,0.7051384067265929
CE10_chr1_44653135,44653135,4465,0.6894654088050315,0.3105345911949685,0.3105345911949685,0.381130691812791,1.4634638386300304e-4,0.0033745085291477
CE10_chr1_44653145,44653145,4465,0.3796504001049455,0.6203495998950544,0.3796504001049455,-0.4264181315931392,1.1837961550036974e-5,1.6985500407066303e-4
CE10_chr1_44653183,44653183,4465,0.686004556143445,0.313995443856555,0.313995443856555,0.381594135180786,1.032156816684094e-4,0.00230684850356067
CE10_chr1_44653242,44653242,4465,0.6684082892416225,0.33159171075837746,0.33159171075837746,0.3617086443403492,2.112622595515126e-4,0.00513915977833503
CE10_chr1_44653410,44653410,4465,0.40747507542962086,0.5925249245703792,0.40747507542962086,-0.3917390264025857,4.513139776845624e-5,9.35457608625622e-4
CE10_chr1_44653627,44653627,4465,0.8945083956447593,0.10549160435524074,0.10549160435524074,0.10185065783295262,0.3135137523609535,0.7431261018611256
CE10_chr1_44653724,44653724,4465,0.4005306309851765,0.5994693690148236,0.4005306309851765,-0.3864202461079938,6.874251027701274e-5,0.00149020572536872
CE10_chr1_44653852,44653852,4465,0.3948776728322183,0.6051223271677817,0.3948776728322183,-0.3824246561541163,7.383120252967603e-5,0.00161906124569819
CE10_chr1_44653998,44653998,4465,0.40047169811320754,0.5995283018867925,0.40047169811320754,-0.34052674065685123,5.009228317032806e-4,0.01321689479950834
CE10_chr1_44654084,44654084,4465,0.9493667679837892,0.05063323201621073,0.05063323201621073,0.1534184172670379,0.19306895398746815,0.6564803867673747
CE10_chr1_44654230,44654230,4465,0.6491053391053391,0.3508946608946609,0.3508946608946609,0.3957502773236262,4.68263431004633e-5,9.81477437314718e-4
CE10_chr1_44654452,44654452,4465,0.6812950937950938,0.3187049062049062,0.3187049062049062,0.3628212837359755,1.7235837892841486e-4,0.00407066302859002
CE10_chr1_44654480,44654480,4465,0.6627633477633478,0.3372366522366522,0.3372366522366522,0.34036704759756625,4.519220247745816e-4,0.01181287166241192
CE10_chr1_44654688,44654688,4465,0.8601584022038568,0.13984159779614325,0.13984159779614325,-0.29299269760636937,0.00535583663812094,0.10670534005724867
CE10_chr1_44654860,44654860,4465,0.75,0.25,0.25,-0.23570226039551587,0.654720846018577,0.8927231773428486
CE10_chr1_44654911,44654911,4465,0.6771969696969697,0.32280303030303026,0.32280303030303026,0.3819911585340255,8.960455353784325e-5,0.00197717918531515
CE10_chr1_44655088,44655088,4465,0.6641774891774892,0.3358225108225108,0.3358225108225108,0.4010776303150804,3.457658888669692e-5,6.718894988608001e-4
CE10_chr1_44655114,44655114,4465,0.05203252032520325,0.9479674796747968,0.05203252032520325,-0.0899041307155373,0.47350984008620234,0.8245590254506387
CE10_chr1_44655321,44655321,4465,0.9215277777777776,0.07847222222222228,0.07847222222222228,-0.1236113941594582,0.3580205091799167,0.768556240832641
CE10_chr1_44655372,44655372,4465,0.10808080808080808,0.8919191919191919,0.10808080808080808,-0.03777665407080471,0.7876087970390881,0.9358927051877736
CE10_chr1_44655427,44655427,4465,0.9362481962481962,0.06375180375180378,0.06375180375180378,-0.06912421425656158,0.5155825563276386,0.8419884080235153
CE10_chr1_44655515,44655515,4465,0.9285786435786436,0.07142135642135639,0.07142135642135639,-0.2917458855525166,0.005199579814533,0.104142872323424
CE10_chr1_44655535,44655535,4465,0.6456433637284701,0.3543566362715299,0.3543566362715299,-0.372875958046522,0.001221125010396,0.02984009364616776
CE10_chr1_44655600,44655600,4465,0.06448412698412698,0.935515873015873,0.06448412698412698,-0.1859278739746333,0.1390235602059442,0.599108721426916
CE10_chr1_44655611,44655611,4465,0.922536075036075,0.07746392496392496,0.07746392496392496,0.05103977072344548,0.6200640544889959,0.8809692947335744
CE10_chr1_44655629,44655629,4465,0.13148148148148148,0.8685185185185185,0.13148148148148148,-0.20032186691875128,0.1349023871948713,0.5938390326799354
CE10_chr1_44655638,44655638,4465,0.8727099867724868,0.1272900132275132,0.1272900132275132,0.2303533323089649,0.03247778182973025,0.3676348401898694
CE10_chr1_44655680,44655680,4465,0.8891341991341991,0.11086580086580088,0.11086580086580088,-0.19784840258841885,0.06137301468481645,0.46704896593444933
CE10_chr1_44655767,44655767,4465,0.949621212121212,0.05037878787878791,0.05037878787878791,-0.2763262268562623,0.01209483119390058,0.21607062621272707
CE10_chr1_44655784,44655784,4465,0.23863636363636365,0.7613636363636364,0.23863636363636365,0.02428393641973519,0.8901078700887444,0.9672623305947352
CE10_chr1_44655864,44655864,4465,0.9477657004830918,0.05223429951690817,0.05223429951690817,0.19817417267114912,0.09149505103242056,0.530078141669114
CE10_chr1_44655901,44655901,4465,0.907266865079365,0.09273313492063497,0.09273313492063497,0.20766489119068796,0.06285379807078376,0.4707903780068728
CE10_chr1_44655916,44655916,4465,0.5714285714285714,0.4285714285714286,0.4285714285714286,-0.37796447300922725,0.28884436634648475,0.727930772790065
CE10_chr1_44655918,44655918,4465,0.5714285714285714,0.4285714285714286,0.4285714285714286,-0.37796447300922725,0.28884436634648475,0.727930772790065
CE10_chr1_44655930,44655930,4465,0.9206059854497356,0.07939401455026451,0.07939401455026451,0.21212472090510068,0.05762811245805249,0.4572839766487022
CE10_chr1_44656077,44656077,4465,0.12,0.88,0.12,-0.2994809420568822,0.07895462695460399,0.5069042293896013
CE10_chr1_44656523,44656523,4465,0.9018106388560934,0.09818936114390664,0.09818936114390664,-0.013360103555399,0.8965519063288445,0.9691813574510704
CE10_chr1_44656556,44656556,4465,0.9071563032926668,0.09284369670733306,0.09284369670733306,-0.05695736572891025,0.5774683373112571,0.865622518589919
CE10_chr1_44656676,44656676,4465,0.8488469601677149,0.15115303983228512,0.15115303983228512,-0.3443371291719777,0.00135937709038,0.03279205647553376
CE10_chr1_44656747,44656747,4465,0.7894998688180507,0.21050013118194932,0.21050013118194932,-0.25473334783316753,0.00911230719537204,0.17509164221340315
CE10_chr1_44656765,44656765,4465,0.7883261183261183,0.21167388167388168,0.21167388167388168,-0.25057234914264875,0.01036464463644543,0.19377778447157104
CE10_chr1_44656813,44656813,4465,0.7586052322163434,0.24139476778365665,0.24139476778365665,-0.2708512411086497,0.00594835384552842,0.1176266821293291
CE10_chr1_44656880,44656880,4465,0.8372460317460317,0.16275396825396826,0.16275396825396826,-0.19660453823575785,0.06727180832625826,0.4820719298289653
CE10_chr1_44656897,44656897,4465,0.5525683421516755,0.4474316578483245,0.4474316578483245,0.05242179877221139,0.5884953093971146,0.8696475801518989
CE10_chr1_44656929,44656929,4465,0.780494227994228,0.21950577200577204,0.21950577200577204,-0.2246171405291191,0.02114626809988943,0.3029217570872628
CE10_chr1_44656949,44656949,4465,0.9423665223665224,0.05763347763347759,0.05763347763347759,-0.3607961279596296,9.11203166577274e-4,0.02329607400657832
CE10_chr1_44656965,44656965,4465,0.8060137085137085,0.1939862914862915,0.1939862914862915,-0.19196497355405465,0.04975979882934088,0.4349124828366957
CE10_chr1_44656978,44656978,4465,0.9416666666666668,0.05833333333333335,0.05833333333333335,-0.3607961279596296,9.11203166577274e-4,0.02329607400657832
CE10_chr1_44657086,44657086,4465,0.33,0.6699999999999999,0.33,-0.3972474254527246,0.06756081896408321,0.4828500832958899
CE10_chr1_44657225,44657225,4465,0.9233318636096414,0.07666813639035863,0.07666813639035863,-0.2339464403662141,0.03285925197466308,0.3694697762683274
CE10_chr1_44657231,44657231,4465,0.9262409144353588,0.07375908556464117,0.07375908556464117,0.08313542377327475,0.4297112426329034,0.805103933691284
CE10_chr1_44657312,44657312,4465,0.44313949938949937,0.5568605006105006,0.44313949938949937,-0.21768349540066617,0.02863968529060713,0.34937166199356223
CE10_chr1_44657341,44657341,4465,0.8967857142857143,0.1032142857142857,0.1032142857142857,-0.12237435302312792,0.22790563907250008,0.6855239190151422
CE10_chr1_44657583,44657583,4465,0.8909307359307359,0.1090692640692641,0.1090692640692641,0.10522779508690544,0.3036566733790057,0.7371025246478019
CE10_chr1_44657750,44657750,4465,0.8570093101343101,0.14299068986568986,0.14299068986568986,-0.21060197222800003,0.04952471777392935,0.43427908264910214
CE10_chr1_44657849,44657849,4465,0.8711402990948446,0.12885970090515542,0.12885970090515542,-0.15469846185910352,0.12091880146738784,0.5751951449917457
CE10_chr1_44657873,44657873,4465,0.8645248784137674,0.13547512158623265,0.13547512158623265,-0.1340183011435821,0.1827744327491969,0.6470789541282714
CE10_chr1_44657900,44657900,4465,0.3261904761904762,0.6738095238095239,0.3261904761904762,0.05471592228369041,0.649722103079795,0.8911279627356529
CE10_chr1_44657907,44657907,4465,0.8660133565621371,0.13398664343786293,0.13398664343786293,0.30421971426027983,0.0110521406542612,0.2037356386757334
CE10_chr1_44658047,44658047,4465,0.8815599780877559,0.11844002191224412,0.11844002191224412,-0.07623668551580363,0.4494059119883568,0.8141175446831619
